Length	Start	data
18.0	8.0	200.0
19.0	8.0	194.0
20.0	8.0	188.0
21.0	8.0	182.0
22.0	8.0	170.0
23.0	8.0	170.0
24.0	8.0	164.0
25.0	8.0	158.0
26.0	8.0	152.0
27.0	8.0	146.0
28.0	8.0	140.0
29.0	8.0	134.0
30.0	8.0	128.0
31.0	8.0	122.0
32.0	8.0	116.0
33.0	8.0	110.0
34.0	8.0	104.0
35.0	8.0	98.0
36.0	8.0	92.0
37.0	8.0	86.0
38.0	8.0	80.0
39.0	8.0	74.0
40.0	8.0	68.0
41.0	8.0	62.0
42.0	8.0	56.0
43.0	8.0	50.0
44.0	8.0	0.0
45.0	8.0	0.0
46.0	8.0	0.0
47.0	8.0	0.0
48.0	8.0	0.0
49.0	8.0	0.0
50.0	8.0	0.0

1.0	9.0	302.0
2.0	9.0	296.0
3.0	9.0	290.0
4.0	9.0	284.0
5.0	9.0	278.0
6.0	9.0	272.0
7.0	9.0	266.0
8.0	9.0	260.0
9.0	9.0	254.0
10.0	9.0	248.0
11.0	9.0	242.0
12.0	9.0	236.0
13.0	9.0	230.0
14.0	9.0	224.0
15.0	9.0	218.0
16.0	9.0	212.0
17.0	9.0	206.0
18.0	9.0	200.0
19.0	9.0	194.0
20.0	9.0	188.0
21.0	9.0	182.0
22.0	9.0	176.0
23.0	9.0	170.0
24.0	9.0	164.0
25.0	9.0	158.0
26.0	9.0	152.0
27.0	9.0	146.0
28.0	9.0	140.0
29.0	9.0	134.0
30.0	9.0	128.0
31.0	9.0	122.0
32.0	9.0	116.0
33.0	9.0	110.0
34.0	9.0	104.0
35.0	9.0	98.0
36.0	9.0	92.0
37.0	9.0	86.0
38.0	9.0	80.0
39.0	9.0	74.0
40.0	9.0	68.0
41.0	9.0	62.0
42.0	9.0	56.0
43.0	9.0	0.0
44.0	9.0	0.0
45.0	9.0	0.0
46.0	9.0	0.0
47.0	9.0	0.0
48.0	9.0	0.0
49.0	9.0	0.0
50.0	9.0	0.0

1.0	10.0	302.0
2.0	10.0	296.0
3.0	10.0	290.0
4.0	10.0	284.0
5.0	10.0	278.0
6.0	10.0	272.0
7.0	10.0	266.0
8.0	10.0	260.0
9.0	10.0	254.0
10.0	10.0	248.0
11.0	10.0	242.0
12.0	10.0	236.0
13.0	10.0	230.0
14.0	10.0	224.0
15.0	10.0	218.0
16.0	10.0	212.0
17.0	10.0	206.0
18.0	10.0	200.0
19.0	10.0	194.0
20.0	10.0	188.0
21.0	10.0	182.0
22.0	10.0	176.0
23.0	10.0	170.0
24.0	10.0	164.0
25.0	10.0	158.0
26.0	10.0	152.0
27.0	10.0	146.0
28.0	10.0	140.0
29.0	10.0	134.0
30.0	10.0	128.0
31.0	10.0	122.0
32.0	10.0	116.0
33.0	10.0	110.0
34.0	10.0	104.0
35.0	10.0	98.0
36.0	10.0	92.0
37.0	10.0	86.0
38.0	10.0	80.0
39.0	10.0	74.0
40.0	10.0	68.0
41.0	10.0	62.0
42.0	10.0	0.0
43.0	10.0	0.0
44.0	10.0	0.0
45.0	10.0	0.0
46.0	10.0	0.0
47.0	10.0	0.0
48.0	10.0	0.0
49.0	10.0	0.0
50.0	10.0	0.0

1.0	11.0	302.0
2.0	11.0	290.0
3.0	11.0	290.0
4.0	11.0	284.0
5.0	11.0	278.0
6.0	11.0	272.0
7.0	11.0	266.0
8.0	11.0	260.0
9.0	11.0	254.0
10.0	11.0	248.0
11.0	11.0	242.0
12.0	11.0	236.0
13.0	11.0	230.0
14.0	11.0	224.0
15.0	11.0	218.0
16.0	11.0	212.0
17.0	11.0	206.0
18.0	11.0	200.0
19.0	11.0	194.0
20.0	11.0	188.0
21.0	11.0	182.0
22.0	11.0	176.0
23.0	11.0	170.0
24.0	11.0	164.0
25.0	11.0	158.0
26.0	11.0	152.0
27.0	11.0	146.0
28.0	11.0	140.0
29.0	11.0	134.0
30.0	11.0	128.0
31.0	11.0	122.0
32.0	11.0	116.0
33.0	11.0	110.0
34.0	11.0	104.0
35.0	11.0	98.0
36.0	11.0	92.0
37.0	11.0	86.0
38.0	11.0	80.0
39.0	11.0	74.0
40.0	11.0	68.0
41.0	11.0	0.0
42.0	11.0	0.0
43.0	11.0	0.0
44.0	11.0	0.0
45.0	11.0	0.0
46.0	11.0	0.0
47.0	11.0	0.0
48.0	11.0	0.0
49.0	11.0	0.0
50.0	11.0	0.0

1.0	12.0	302.0
2.0	12.0	296.0
3.0	12.0	290.0
4.0	12.0	284.0
5.0	12.0	278.0
6.0	12.0	272.0
7.0	12.0	266.0
8.0	12.0	260.0
9.0	12.0	254.0
10.0	12.0	248.0
11.0	12.0	242.0
12.0	12.0	236.0
13.0	12.0	230.0
14.0	12.0	224.0
15.0	12.0	218.0
16.0	12.0	212.0
17.0	12.0	206.0
18.0	12.0	200.0
19.0	12.0	194.0
20.0	12.0	188.0
21.0	12.0	182.0
22.0	12.0	176.0
23.0	12.0	170.0
24.0	12.0	164.0
25.0	12.0	158.0
26.0	12.0	152.0
27.0	12.0	146.0
28.0	12.0	140.0
29.0	12.0	134.0
30.0	12.0	128.0
31.0	12.0	122.0
32.0	12.0	116.0
33.0	12.0	110.0
34.0	12.0	104.0
35.0	12.0	98.0
36.0	12.0	92.0
37.0	12.0	86.0
38.0	12.0	80.0
39.0	12.0	74.0
40.0	12.0	0.0
41.0	12.0	0.0
42.0	12.0	0.0
43.0	12.0	0.0
44.0	12.0	0.0
45.0	12.0	0.0
46.0	12.0	0.0
47.0	12.0	0.0
48.0	12.0	0.0
49.0	12.0	0.0
50.0	12.0	0.0

1.0	13.0	302.0
2.0	13.0	296.0
3.0	13.0	290.0
4.0	13.0	284.0
5.0	13.0	278.0
6.0	13.0	272.0
7.0	13.0	266.0
8.0	13.0	260.0
9.0	13.0	254.0
10.0	13.0	248.0
11.0	13.0	242.0
12.0	13.0	236.0
13.0	13.0	230.0
14.0	13.0	224.0
15.0	13.0	218.0
16.0	13.0	212.0
17.0	13.0	206.0
18.0	13.0	200.0
19.0	13.0	194.0
20.0	13.0	188.0
21.0	13.0	182.0
22.0	13.0	176.0
23.0	13.0	170.0
24.0	13.0	164.0
25.0	13.0	158.0
26.0	13.0	152.0
27.0	13.0	146.0
28.0	13.0	140.0
29.0	13.0	134.0
30.0	13.0	128.0
31.0	13.0	122.0
32.0	13.0	116.0
33.0	13.0	110.0
34.0	13.0	104.0
35.0	13.0	98.0
36.0	13.0	92.0
37.0	13.0	86.0
38.0	13.0	80.0
39.0	13.0	0.0
40.0	13.0	0.0
41.0	13.0	0.0
42.0	13.0	0.0
43.0	13.0	0.0
44.0	13.0	0.0
45.0	13.0	0.0
46.0	13.0	0.0
47.0	13.0	0.0
48.0	13.0	0.0
49.0	13.0	0.0
50.0	13.0	0.0

1.0	14.0	302.0
2.0	14.0	296.0
3.0	14.0	290.0
4.0	14.0	284.0
5.0	14.0	278.0
6.0	14.0	272.0
7.0	14.0	266.0
8.0	14.0	260.0
9.0	14.0	254.0
10.0	14.0	248.0
11.0	14.0	242.0
12.0	14.0	236.0
13.0	14.0	230.0
14.0	14.0	224.0
15.0	14.0	218.0
16.0	14.0	212.0
17.0	14.0	206.0
18.0	14.0	200.0
19.0	14.0	194.0
20.0	14.0	188.0
21.0	14.0	182.0
22.0	14.0	176.0
23.0	14.0	170.0
24.0	14.0	164.0
25.0	14.0	152.0
26.0	14.0	152.0
27.0	14.0	146.0
28.0	14.0	140.0
29.0	14.0	134.0
30.0	14.0	128.0
31.0	14.0	122.0
32.0	14.0	116.0
33.0	14.0	110.0
34.0	14.0	104.0
35.0	14.0	98.0
36.0	14.0	92.0
37.0	14.0	86.0
38.0	14.0	0.0
39.0	14.0	0.0
40.0	14.0	0.0
41.0	14.0	0.0
42.0	14.0	0.0
43.0	14.0	0.0
44.0	14.0	0.0
45.0	14.0	0.0
46.0	14.0	0.0
47.0	14.0	0.0
48.0	14.0	0.0
49.0	14.0	0.0
50.0	14.0	0.0

1.0	15.0	302.0
2.0	15.0	296.0
3.0	15.0	290.0
4.0	15.0	284.0
5.0	15.0	278.0
6.0	15.0	272.0
7.0	15.0	266.0
8.0	15.0	260.0
9.0	15.0	254.0
10.0	15.0	248.0
11.0	15.0	242.0
12.0	15.0	236.0
13.0	15.0	230.0
14.0	15.0	224.0
15.0	15.0	218.0
16.0	15.0	212.0
17.0	15.0	206.0
18.0	15.0	200.0
19.0	15.0	194.0
20.0	15.0	188.0
21.0	15.0	182.0
22.0	15.0	176.0
23.0	15.0	170.0
24.0	15.0	164.0
25.0	15.0	158.0
26.0	15.0	152.0
27.0	15.0	146.0
28.0	15.0	140.0
29.0	15.0	134.0
30.0	15.0	128.0
31.0	15.0	122.0
32.0	15.0	116.0
33.0	15.0	110.0
34.0	15.0	104.0
35.0	15.0	98.0
36.0	15.0	92.0
37.0	15.0	0.0
38.0	15.0	0.0
39.0	15.0	0.0
40.0	15.0	0.0
41.0	15.0	0.0
42.0	15.0	0.0
43.0	15.0	0.0
44.0	15.0	0.0
45.0	15.0	0.0
46.0	15.0	0.0
47.0	15.0	0.0
48.0	15.0	0.0
49.0	15.0	0.0
50.0	15.0	0.0

1.0	16.0	302.0
2.0	16.0	296.0
3.0	16.0	290.0
4.0	16.0	284.0
5.0	16.0	278.0
6.0	16.0	272.0
7.0	16.0	266.0
8.0	16.0	260.0
9.0	16.0	254.0
10.0	16.0	248.0
11.0	16.0	242.0
12.0	16.0	236.0
13.0	16.0	230.0
14.0	16.0	224.0
15.0	16.0	218.0
16.0	16.0	212.0
17.0	16.0	206.0
18.0	16.0	200.0
19.0	16.0	194.0
20.0	16.0	188.0
21.0	16.0	182.0
22.0	16.0	176.0
23.0	16.0	170.0
24.0	16.0	164.0
25.0	16.0	158.0
26.0	16.0	152.0
27.0	16.0	146.0
28.0	16.0	140.0
29.0	16.0	134.0
30.0	16.0	128.0
31.0	16.0	122.0
32.0	16.0	116.0
33.0	16.0	110.0
34.0	16.0	104.0
35.0	16.0	98.0
36.0	16.0	0.0
37.0	16.0	0.0
38.0	16.0	0.0
39.0	16.0	0.0
40.0	16.0	0.0
41.0	16.0	0.0
42.0	16.0	0.0
43.0	16.0	0.0
44.0	16.0	0.0
45.0	16.0	0.0
46.0	16.0	0.0
47.0	16.0	0.0
48.0	16.0	0.0
49.0	16.0	0.0
50.0	16.0	0.0

1.0	17.0	302.0
2.0	17.0	296.0
3.0	17.0	290.0
4.0	17.0	284.0
5.0	17.0	278.0
6.0	17.0	272.0
7.0	17.0	266.0
8.0	17.0	260.0
9.0	17.0	254.0
10.0	17.0	248.0
11.0	17.0	242.0
12.0	17.0	236.0
13.0	17.0	230.0
14.0	17.0	224.0
15.0	17.0	218.0
16.0	17.0	212.0
17.0	17.0	206.0
18.0	17.0	200.0
19.0	17.0	194.0
20.0	17.0	188.0
21.0	17.0	182.0
22.0	17.0	176.0
23.0	17.0	170.0
24.0	17.0	164.0
25.0	17.0	158.0
26.0	17.0	152.0
27.0	17.0	146.0
28.0	17.0	140.0
29.0	17.0	134.0
30.0	17.0	128.0
31.0	17.0	122.0
32.0	17.0	116.0
33.0	17.0	104.0
34.0	17.0	104.0
35.0	17.0	0.0
36.0	17.0	0.0
37.0	17.0	0.0
38.0	17.0	0.0
39.0	17.0	0.0
40.0	17.0	0.0
41.0	17.0	0.0
42.0	17.0	0.0
43.0	17.0	0.0
44.0	17.0	0.0
45.0	17.0	0.0
46.0	17.0	0.0
47.0	17.0	0.0
48.0	17.0	0.0
49.0	17.0	0.0
50.0	17.0	0.0

1.0	18.0	302.0
2.0	18.0	296.0
3.0	18.0	290.0
4.0	18.0	284.0
5.0	18.0	278.0
6.0	18.0	272.0
7.0	18.0	266.0
8.0	18.0	260.0
9.0	18.0	254.0
10.0	18.0	248.0
11.0	18.0	242.0
12.0	18.0	236.0
13.0	18.0	230.0
14.0	18.0	224.0
15.0	18.0	218.0
16.0	18.0	212.0
17.0	18.0	206.0
18.0	18.0	200.0
19.0	18.0	194.0
20.0	18.0	188.0
21.0	18.0	182.0
22.0	18.0	176.0
23.0	18.0	170.0
24.0	18.0	164.0
25.0	18.0	158.0
26.0	18.0	152.0
27.0	18.0	146.0
28.0	18.0	140.0
29.0	18.0	134.0
30.0	18.0	128.0
31.0	18.0	122.0
32.0	18.0	116.0
33.0	18.0	110.0
34.0	18.0	0.0
35.0	18.0	0.0
36.0	18.0	0.0
37.0	18.0	0.0
38.0	18.0	0.0
39.0	18.0	0.0
40.0	18.0	0.0
41.0	18.0	0.0
42.0	18.0	0.0
43.0	18.0	0.0
44.0	18.0	0.0
45.0	18.0	0.0
46.0	18.0	0.0
47.0	18.0	0.0
48.0	18.0	0.0
49.0	18.0	0.0
50.0	18.0	0.0

1.0	19.0	302.0
2.0	19.0	296.0
3.0	19.0	290.0
4.0	19.0	284.0
5.0	19.0	278.0
6.0	19.0	272.0
7.0	19.0	266.0
8.0	19.0	260.0
9.0	19.0	254.0
10.0	19.0	248.0
11.0	19.0	242.0
12.0	19.0	236.0
13.0	19.0	230.0
14.0	19.0	224.0
15.0	19.0	218.0
16.0	19.0	212.0
17.0	19.0	206.0
18.0	19.0	200.0
19.0	19.0	194.0
20.0	19.0	188.0
21.0	19.0	182.0
22.0	19.0	176.0
23.0	19.0	170.0
24.0	19.0	164.0
25.0	19.0	158.0
